Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point,Settlement Point Type,Settlement Point Price
01/07/2020,3,4,N,HB_BUSAVG,SH,16.82
01/07/2020,4,1,N,HB_BUSAVG,SH,16.49
01/07/2020,4,2,N,HB_BUSAVG,SH,16.71
01/07/2020,4,3,N,HB_BUSAVG,SH,17.06
01/07/2020,4,4,N,HB_BUSAVG,SH,17.12
01/07/2020,5,1,N,HB_BUSAVG,SH,17.23
01/07/2020,5,2,N,HB_BUSAVG,SH,17.52
01/07/2020,5,3,N,HB_BUSAVG,SH,17.52
01/07/2020,5,4,N,HB_BUSAVG,SH,17.52
01/07/2020,6,1,N,HB_BUSAVG,SH,20.07
01/07/2020,6,2,N,HB_BUSAVG,SH,20.77
01/07/2020,6,3,N,HB_BUSAVG,SH,18.98
01/07/2020,6,4,N,HB_BUSAVG,SH,18.85
01/07/2020,7,1,N,HB_BUSAVG,SH,23.85
01/07/2020,7,2,N,HB_BUSAVG,SH,22.66
01/07/2020,7,3,N,HB_BUSAVG,SH,25.13
01/07/2020,7,4,N,HB_BUSAVG,SH,22.31
01/07/2020,8,1,N,HB_BUSAVG,SH,22.85
01/07/2020,8,2,N,HB_BUSAVG,SH,19.82
01/07/2020,8,3,N,HB_BUSAVG,SH,19.33
01/07/2020,8,4,N,HB_BUSAVG,SH,19.14
01/07/2020,9,1,N,HB_BUSAVG,SH,19.25
01/07/2020,9,2,N,HB_BUSAVG,SH,18.5
01/07/2020,9,3,N,HB_BUSAVG,SH,17.96
01/07/2020,9,4,N,HB_BUSAVG,SH,17.53
01/07/2020,10,1,N,HB_BUSAVG,SH,17.59
01/07/2020,10,2,N,HB_BUSAVG,SH,17.29
01/07/2020,10,3,N,HB_BUSAVG,SH,17.47
01/07/2020,10,4,N,HB_BUSAVG,SH,17.34
01/07/2020,11,1,N,HB_BUSAVG,SH,17.25
01/07/2020,11,2,N,HB_BUSAVG,SH,17.24
01/07/2020,11,3,N,HB_BUSAVG,SH,16.37
01/07/2020,11,4,N,HB_BUSAVG,SH,16.24
01/07/2020,12,1,N,HB_BUSAVG,SH,15.71
01/07/2020,12,2,N,HB_BUSAVG,SH,14.9
01/07/2020,12,3,N,HB_BUSAVG,SH,14.07
01/07/2020,12,4,N,HB_BUSAVG,SH,13.34
01/07/2020,13,1,N,HB_BUSAVG,SH,13.01
01/07/2020,13,2,N,HB_BUSAVG,SH,12.8
01/07/2020,13,3,N,HB_BUSAVG,SH,12.65
01/07/2020,13,4,N,HB_BUSAVG,SH,12.59
01/07/2020,14,1,N,HB_BUSAVG,SH,12.74
01/07/2020,14,2,N,HB_BUSAVG,SH,12.9
01/07/2020,14,3,N,HB_BUSAVG,SH,13.02
01/07/2020,14,4,N,HB_BUSAVG,SH,13.1
01/07/2020,15,1,N,HB_BUSAVG,SH,13.06
01/07/2020,15,2,N,HB_BUSAVG,SH,13.06
01/07/2020,15,3,N,HB_BUSAVG,SH,13.17
01/07/2020,15,4,N,HB_BUSAVG,SH,13.15
01/07/2020,16,1,N,HB_BUSAVG,SH,13.25
01/07/2020,16,2,N,HB_BUSAVG,SH,13.68
01/07/2020,16,3,N,HB_BUSAVG,SH,13.78
01/07/2020,16,4,N,HB_BUSAVG,SH,14.17
01/07/2020,17,1,N,HB_BUSAVG,SH,14.24
01/07/2020,17,2,N,HB_BUSAVG,SH,14.37
01/07/2020,17,3,N,HB_BUSAVG,SH,15.32
01/07/2020,17,4,N,HB_BUSAVG,SH,16.14
01/07/2020,18,1,N,HB_BUSAVG,SH,17.31
01/07/2020,18,2,N,HB_BUSAVG,SH,18.53
01/07/2020,18,3,N,HB_BUSAVG,SH,19.8
01/07/2020,18,4,N,HB_BUSAVG,SH,19.71
01/07/2020,19,1,N,HB_BUSAVG,SH,18.1
01/07/2020,19,2,N,HB_BUSAVG,SH,17.85
01/07/2020,19,3,N,HB_BUSAVG,SH,17.45
01/07/2020,19,4,N,HB_BUSAVG,SH,16.92
01/07/2020,20,1,N,HB_BUSAVG,SH,16.74
01/07/2020,20,2,N,HB_BUSAVG,SH,16.55
01/07/2020,20,3,N,HB_BUSAVG,SH,16.36
01/07/2020,20,4,N,HB_BUSAVG,SH,16.0
01/07/2020,21,1,N,HB_BUSAVG,SH,15.58
01/07/2020,21,2,N,HB_BUSAVG,SH,14.42
01/07/2020,21,3,N,HB_BUSAVG,SH,13.69
01/07/2020,21,4,N,HB_BUSAVG,SH,13.51
01/07/2020,22,1,N,HB_BUSAVG,SH,13.1
01/07/2020,22,2,N,HB_BUSAVG,SH,13.19
01/07/2020,22,3,N,HB_BUSAVG,SH,12.98
01/07/2020,22,4,N,HB_BUSAVG,SH,12.6
01/07/2020,23,1,N,HB_BUSAVG,SH,12.43
01/07/2020,23,2,N,HB_BUSAVG,SH,12.51
01/07/2020,23,3,N,HB_BUSAVG,SH,12.31
01/07/2020,23,4,N,HB_BUSAVG,SH,12.09
01/07/2020,24,1,N,HB_BUSAVG,SH,14.56
01/07/2020,24,2,N,HB_BUSAVG,SH,19.47
01/07/2020,24,3,N,HB_BUSAVG,SH,15.54
01/07/2020,24,4,N,HB_BUSAVG,SH,15.16
01/07/2021,1,1,N,HB_BUSAVG,SH,15.49
01/07/2021,1,2,N,HB_BUSAVG,SH,14.91
01/07/2021,1,3,N,HB_BUSAVG,SH,15.51
01/07/2021,1,4,N,HB_BUSAVG,SH,16.03
01/07/2021,2,1,N,HB_BUSAVG,SH,15.79
01/07/2021,2,2,N,HB_BUSAVG,SH,15.99
01/07/2021,2,3,N,HB_BUSAVG,SH,15.74
01/07/2021,2,4,N,HB_BUSAVG,SH,15.63
01/07/2021,3,1,N,HB_BUSAVG,SH,16.03
01/07/2021,3,2,N,HB_BUSAVG,SH,16.24
01/07/2021,3,3,N,HB_BUSAVG,SH,16.46
01/07/2021,3,4,N,HB_BUSAVG,SH,16.22
01/07/2021,4,1,N,HB_BUSAVG,SH,16.92
01/07/2021,4,2,N,HB_BUSAVG,SH,17.23
01/07/2021,4,3,N,HB_BUSAVG,SH,19.89
01/07/2021,4,4,N,HB_BUSAVG,SH,21.6
01/07/2021,5,1,N,HB_BUSAVG,SH,17.66
01/07/2021,5,2,N,HB_BUSAVG,SH,18.33
01/07/2021,5,3,N,HB_BUSAVG,SH,18.69
01/07/2021,5,4,N,HB_BUSAVG,SH,17.25
01/07/2021,6,1,N,HB_BUSAVG,SH,17.52
01/07/2021,6,2,N,HB_BUSAVG,SH,18.36
01/07/2021,6,3,N,HB_BUSAVG,SH,18.61
01/07/2021,6,4,N,HB_BUSAVG,SH,18.28
01/07/2021,7,1,N,HB_BUSAVG,SH,17.87
01/07/2021,7,2,N,HB_BUSAVG,SH,18.73
01/07/2021,7,3,N,HB_BUSAVG,SH,19.31
01/07/2021,7,4,N,HB_BUSAVG,SH,20.02
01/07/2021,8,1,N,HB_BUSAVG,SH,21.87
01/07/2021,8,2,N,HB_BUSAVG,SH,24.2
01/07/2021,8,3,N,HB_BUSAVG,SH,23.93
01/07/2021,8,4,N,HB_BUSAVG,SH,25.0
01/07/2021,9,1,N,HB_BUSAVG,SH,41.93
01/07/2021,9,2,N,HB_BUSAVG,SH,21.54
01/07/2021,9,3,N,HB_BUSAVG,SH,20.02
01/07/2021,9,4,N,HB_BUSAVG,SH,20.61
01/07/2021,10,1,N,HB_BUSAVG,SH,23.36
01/07/2021,10,2,N,HB_BUSAVG,SH,22.87
01/07/2021,10,3,N,HB_BUSAVG,SH,25.32
01/07/2021,10,4,N,HB_BUSAVG,SH,20.64
01/07/2021,11,1,N,HB_BUSAVG,SH,20.43
01/07/2021,11,2,N,HB_BUSAVG,SH,19.71
01/07/2021,11,3,N,HB_BUSAVG,SH,19.88
01/07/2021,11,4,N,HB_BUSAVG,SH,20.25
01/07/2021,12,1,N,HB_BUSAVG,SH,20.15
01/07/2021,12,2,N,HB_BUSAVG,SH,20.85
01/07/2021,12,3,N,HB_BUSAVG,SH,20.39
01/07/2021,12,4,N,HB_BUSAVG,SH,20.48
01/07/2021,13,1,N,HB_BUSAVG,SH,20.8
01/07/2021,13,2,N,HB_BUSAVG,SH,20.06
01/07/2021,13,3,N,HB_BUSAVG,SH,19.35
01/07/2021,13,4,N,HB_BUSAVG,SH,19.12
01/07/2021,14,1,N,HB_BUSAVG,SH,18.72
01/07/2021,14,2,N,HB_BUSAVG,SH,18.5
01/07/2021,14,3,N,HB_BUSAVG,SH,18.46
01/07/2021,14,4,N,HB_BUSAVG,SH,18.37
01/07/2021,15,1,N,HB_BUSAVG,SH,18.36
01/07/2021,15,2,N,HB_BUSAVG,SH,18.24
01/07/2021,15,3,N,HB_BUSAVG,SH,18.21
01/07/2021,15,4,N,HB_BUSAVG,SH,18.16
01/07/2021,16,1,N,HB_BUSAVG,SH,18.11
01/07/2021,16,2,N,HB_BUSAVG,SH,18.19
01/07/2021,16,3,N,HB_BUSAVG,SH,18.19
01/07/2021,16,4,N,HB_BUSAVG,SH,18.2
01/07/2021,17,1,N,HB_BUSAVG,SH,18.36
01/07/2021,17,2,N,HB_BUSAVG,SH,18.72
01/07/2021,17,3,N,HB_BUSAVG,SH,19.38
01/07/2021,17,4,N,HB_BUSAVG,SH,20.55
01/07/2021,18,1,N,HB_BUSAVG,SH,22.02
01/07/2021,18,2,N,HB_BUSAVG,SH,25.7
01/07/2021,18,3,N,HB_BUSAVG,SH,108.85
01/07/2021,18,4,N,HB_BUSAVG,SH,469.34
01/07/2021,19,1,N,HB_BUSAVG,SH,36.82
01/07/2021,19,2,N,HB_BUSAVG,SH,31.27
01/07/2021,19,3,N,HB_BUSAVG,SH,27.3
01/07/2021,19,4,N,HB_BUSAVG,SH,26.43
01/07/2021,20,1,N,HB_BUSAVG,SH,24.67
01/07/2021,20,2,N,HB_BUSAVG,SH,25.8
01/07/2021,20,3,N,HB_BUSAVG,SH,26.22
01/07/2021,20,4,N,HB_BUSAVG,SH,24.74
01/07/2021,21,1,N,HB_BUSAVG,SH,22.21
01/07/2021,21,2,N,HB_BUSAVG,SH,21.17
01/07/2021,21,3,N,HB_BUSAVG,SH,20.9
01/07/2021,21,4,N,HB_BUSAVG,SH,20.02
01/07/2021,22,1,N,HB_BUSAVG,SH,19.51
01/07/2021,22,2,N,HB_BUSAVG,SH,19.26
01/07/2021,22,3,N,HB_BUSAVG,SH,18.89
01/07/2021,22,4,N,HB_BUSAVG,SH,18.64
01/07/2021,23,1,N,HB_BUSAVG,SH,18.32
01/07/2021,23,2,N,HB_BUSAVG,SH,18.13
01/07/2021,23,3,N,HB_BUSAVG,SH,17.99
01/07/2021,23,4,N,HB_BUSAVG,SH,17.79
01/07/2021,24,1,N,HB_BUSAVG,SH,17.4
01/07/2021,24,2,N,HB_BUSAVG,SH,17.46
01/07/2021,24,3,N,HB_BUSAVG,SH,17.61
01/07/2021,24,4,N,HB_BUSAVG,SH,17.6
01/07/2022,1,1,N,HB_BUSAVG,SH,33.46
01/07/2022,1,2,N,HB_BUSAVG,SH,35.0
01/07/2022,1,3,N,HB_BUSAVG,SH,35.06
01/07/2022,1,4,N,HB_BUSAVG,SH,35.08
01/07/2022,2,1,N,HB_BUSAVG,SH,34.93
01/07/2022,2,2,N,HB_BUSAVG,SH,34.7
01/07/2022,2,3,N,HB_BUSAVG,SH,35.25
01/07/2022,2,4,N,HB_BUSAVG,SH,35.37
01/07/2022,3,1,N,HB_BUSAVG,SH,35.97
01/07/2022,3,2,N,HB_BUSAVG,SH,35.92
01/07/2022,3,3,N,HB_BUSAVG,SH,36.27
01/07/2022,3,4,N,HB_BUSAVG,SH,38.3
01/07/2022,4,1,N,HB_BUSAVG,SH,46.68
01/07/2022,4,2,N,HB_BUSAVG,SH,41.53
01/07/2022,4,3,N,HB_BUSAVG,SH,40.16
01/07/2022,4,4,N,HB_BUSAVG,SH,44.13
01/07/2022,5,1,N,HB_BUSAVG,SH,47.11
01/07/2022,5,2,N,HB_BUSAVG,SH,43.86
01/07/2022,5,3,N,HB_BUSAVG,SH,42.21
01/07/2022,5,4,N,HB_BUSAVG,SH,40.4
01/07/2022,6,1,N,HB_BUSAVG,SH,41.22
01/07/2022,6,2,N,HB_BUSAVG,SH,39.26
01/07/2022,6,3,N,HB_BUSAVG,SH,40.36
01/07/2022,6,4,N,HB_BUSAVG,SH,50.94
01/07/2022,7,1,N,HB_BUSAVG,SH,227.04
01/07/2022,7,2,N,HB_BUSAVG,SH,174.92
01/07/2022,7,3,N,HB_BUSAVG,SH,369.31
01/07/2022,7,4,N,HB_BUSAVG,SH,444.87
01/07/2022,8,1,N,HB_BUSAVG,SH,366.69
01/07/2022,8,2,N,HB_BUSAVG,SH,256.9
01/07/2022,8,3,N,HB_BUSAVG,SH,139.2
01/07/2022,8,4,N,HB_BUSAVG,SH,210.17
01/07/2022,9,1,N,HB_BUSAVG,SH,311.46
01/07/2022,9,2,N,HB_BUSAVG,SH,89.43
01/07/2022,9,3,N,HB_BUSAVG,SH,66.52
01/07/2022,9,4,N,HB_BUSAVG,SH,39.66
01/07/2022,10,1,N,HB_BUSAVG,SH,42.88
01/07/2022,10,2,N,HB_BUSAVG,SH,65.65
01/07/2022,10,3,N,HB_BUSAVG,SH,39.91
01/07/2022,10,4,N,HB_BUSAVG,SH,39.38
01/07/2022,11,1,N,HB_BUSAVG,SH,62.9
01/07/2022,11,2,N,HB_BUSAVG,SH,69.57
01/07/2022,11,3,N,HB_BUSAVG,SH,46.21
01/07/2022,11,4,N,HB_BUSAVG,SH,39.65
01/07/2022,12,1,N,HB_BUSAVG,SH,62.26
01/07/2022,12,2,N,HB_BUSAVG,SH,71.09
01/07/2022,12,3,N,HB_BUSAVG,SH,52.77
01/07/2022,12,4,N,HB_BUSAVG,SH,38.43
01/07/2022,13,1,N,HB_BUSAVG,SH,38.61
01/07/2022,13,2,N,HB_BUSAVG,SH,40.08
01/07/2022,13,3,N,HB_BUSAVG,SH,40.72
01/07/2022,13,4,N,HB_BUSAVG,SH,39.12
01/07/2022,14,1,N,HB_BUSAVG,SH,37.67
01/07/2022,14,2,N,HB_BUSAVG,SH,62.81
01/07/2022,14,3,N,HB_BUSAVG,SH,31.1
01/07/2022,14,4,N,HB_BUSAVG,SH,28.11
01/07/2022,15,1,N,HB_BUSAVG,SH,25.57
01/07/2022,15,2,N,HB_BUSAVG,SH,26.37
01/07/2022,15,3,N,HB_BUSAVG,SH,25.97
01/07/2022,15,4,N,HB_BUSAVG,SH,24.33
01/07/2022,16,1,N,HB_BUSAVG,SH,24.9
01/07/2022,16,2,N,HB_BUSAVG,SH,25.18
01/07/2022,16,3,N,HB_BUSAVG,SH,25.56
01/07/2022,16,4,N,HB_BUSAVG,SH,24.91
01/07/2022,17,1,N,HB_BUSAVG,SH,24.59
01/07/2022,17,2,N,HB_BUSAVG,SH,29.86
01/07/2022,17,3,N,HB_BUSAVG,SH,33.47
01/07/2022,17,4,N,HB_BUSAVG,SH,60.1
01/07/2022,18,1,N,HB_BUSAVG,SH,51.2
01/07/2022,18,2,N,HB_BUSAVG,SH,354.92
01/07/2022,18,3,N,HB_BUSAVG,SH,88.02
01/07/2022,18,4,N,HB_BUSAVG,SH,72.5
01/07/2022,19,1,N,HB_BUSAVG,SH,54.85
01/07/2022,19,2,N,HB_BUSAVG,SH,37.57
01/07/2022,19,3,N,HB_BUSAVG,SH,33.7
01/07/2022,19,4,N,HB_BUSAVG,SH,25.54
01/07/2022,20,1,N,HB_BUSAVG,SH,25.03
01/07/2022,20,2,N,HB_BUSAVG,SH,24.27
01/07/2022,20,3,N,HB_BUSAVG,SH,25.11
01/07/2022,20,4,N,HB_BUSAVG,SH,23.44
01/07/2022,21,1,N,HB_BUSAVG,SH,27.38
01/07/2022,21,2,N,HB_BUSAVG,SH,21.92
01/07/2022,21,3,N,HB_BUSAVG,SH,22.98
01/07/2022,21,4,N,HB_BUSAVG,SH,24.73
01/07/2022,22,1,N,HB_BUSAVG,SH,23.26
01/07/2022,22,2,N,HB_BUSAVG,SH,24.94
01/07/2022,22,3,N,HB_BUSAVG,SH,29.59
01/07/2022,22,4,N,HB_BUSAVG,SH,23.05
01/07/2022,23,1,N,HB_BUSAVG,SH,23.15
01/07/2022,23,2,N,HB_BUSAVG,SH,25.19
01/07/2022,23,3,N,HB_BUSAVG,SH,21.0
01/07/2022,23,4,N,HB_BUSAVG,SH,23.27
01/07/2022,24,1,N,HB_BUSAVG,SH,22.59
01/07/2022,24,2,N,HB_BUSAVG,SH,22.4
01/07/2022,24,3,N,HB_BUSAVG,SH,23.49
01/07/2022,24,4,N,HB_BUSAVG,SH,22.93
01/07/2023,1,1,N,HB_BUSAVG,SH,19.51
01/07/2023,1,2,N,HB_BUSAVG,SH,18.46
01/07/2023,1,3,N,HB_BUSAVG,SH,18.63
01/07/2023,1,4,N,HB_BUSAVG,SH,16.96
01/07/2023,2,1,N,HB_BUSAVG,SH,15.99
01/07/2023,2,2,N,HB_BUSAVG,SH,16.79
01/07/2023,2,3,N,HB_BUSAVG,SH,16.63
01/07/2023,2,4,N,HB_BUSAVG,SH,11.78
01/07/2023,3,1,N,HB_BUSAVG,SH,12.12
01/07/2023,3,2,N,HB_BUSAVG,SH,11.71
01/07/2023,3,3,N,HB_BUSAVG,SH,13.17
01/07/2023,3,4,N,HB_BUSAVG,SH,13.77
01/07/2023,4,1,N,HB_BUSAVG,SH,15.26
01/07/2023,4,2,N,HB_BUSAVG,SH,14.62
01/07/2023,4,3,N,HB_BUSAVG,SH,13.31
01/07/2023,4,4,N,HB_BUSAVG,SH,14.2
01/07/2023,5,1,N,HB_BUSAVG,SH,14.97
01/07/2023,5,2,N,HB_BUSAVG,SH,14.98
01/07/2023,5,3,N,HB_BUSAVG,SH,15.28
01/07/2023,5,4,N,HB_BUSAVG,SH,14.7
01/07/2023,6,1,N,HB_BUSAVG,SH,16.93
01/07/2023,6,2,N,HB_BUSAVG,SH,16.18
01/07/2023,6,3,N,HB_BUSAVG,SH,15.67
01/07/2023,6,4,N,HB_BUSAVG,SH,14.56
01/07/2023,7,1,N,HB_BUSAVG,SH,15.2
01/07/2023,7,2,N,HB_BUSAVG,SH,17.88
01/07/2023,7,3,N,HB_BUSAVG,SH,19.02
01/07/2023,7,4,N,HB_BUSAVG,SH,16.91
01/07/2023,8,1,N,HB_BUSAVG,SH,13.51
01/07/2023,8,2,N,HB_BUSAVG,SH,17.24
01/07/2023,8,3,N,HB_BUSAVG,SH,18.86
01/07/2023,8,4,N,HB_BUSAVG,SH,17.89
01/07/2023,9,1,N,HB_BUSAVG,SH,16.57
01/07/2023,9,2,N,HB_BUSAVG,SH,17.83
01/07/2023,9,3,N,HB_BUSAVG,SH,16.53
01/07/2023,9,4,N,HB_BUSAVG,SH,19.34
01/07/2023,10,1,N,HB_BUSAVG,SH,14.49
01/07/2023,10,2,N,HB_BUSAVG,SH,12.54
01/07/2023,10,3,N,HB_BUSAVG,SH,14.19
01/07/2023,10,4,N,HB_BUSAVG,SH,14.65
01/07/2023,11,1,N,HB_BUSAVG,SH,16.61
01/07/2023,11,2,N,HB_BUSAVG,SH,16.99
01/07/2023,11,3,N,HB_BUSAVG,SH,18.3
01/07/2023,11,4,N,HB_BUSAVG,SH,15.19
01/07/2023,12,1,N,HB_BUSAVG,SH,15.83
01/07/2023,12,2,N,HB_BUSAVG,SH,16.77
01/07/2023,12,3,N,HB_BUSAVG,SH,19.11
01/07/2023,12,4,N,HB_BUSAVG,SH,18.48
01/07/2023,13,1,N,HB_BUSAVG,SH,17.94
01/07/2023,13,2,N,HB_BUSAVG,SH,18.86
01/07/2023,13,3,N,HB_BUSAVG,SH,18.28
01/07/2023,13,4,N,HB_BUSAVG,SH,20.44
01/07/2023,14,1,N,HB_BUSAVG,SH,20.08
01/07/2023,14,2,N,HB_BUSAVG,SH,23.06
01/07/2023,14,3,N,HB_BUSAVG,SH,20.16
01/07/2023,14,4,N,HB_BUSAVG,SH,20.07
01/07/2023,15,1,N,HB_BUSAVG,SH,21.32
01/07/2023,15,2,N,HB_BUSAVG,SH,21.93
01/07/2023,15,3,N,HB_BUSAVG,SH,21.75
01/07/2023,15,4,N,HB_BUSAVG,SH,22.32
01/07/2023,16,1,N,HB_BUSAVG,SH,20.97
01/07/2023,16,2,N,HB_BUSAVG,SH,22.95
01/07/2023,16,3,N,HB_BUSAVG,SH,23.35
01/07/2023,16,4,N,HB_BUSAVG,SH,25.78
01/07/2023,17,1,N,HB_BUSAVG,SH,23.16
01/07/2023,17,2,N,HB_BUSAVG,SH,22.65
01/07/2023,17,3,N,HB_BUSAVG,SH,24.76
01/07/2023,17,4,N,HB_BUSAVG,SH,49.43
01/07/2023,18,1,N,HB_BUSAVG,SH,36.53
01/07/2023,18,2,N,HB_BUSAVG,SH,46.4
01/07/2023,18,3,N,HB_BUSAVG,SH,39.9
01/07/2023,18,4,N,HB_BUSAVG,SH,55.39
01/07/2023,19,1,N,HB_BUSAVG,SH,33.93
01/07/2023,19,2,N,HB_BUSAVG,SH,32.5
01/07/2023,19,3,N,HB_BUSAVG,SH,30.43
01/07/2023,19,4,N,HB_BUSAVG,SH,30.49
01/07/2023,20,1,N,HB_BUSAVG,SH,31.73
01/07/2023,20,2,N,HB_BUSAVG,SH,32.03
01/07/2023,20,3,N,HB_BUSAVG,SH,31.1
01/07/2023,20,4,N,HB_BUSAVG,SH,31.83
01/07/2023,21,1,N,HB_BUSAVG,SH,32.79
01/07/2023,21,2,N,HB_BUSAVG,SH,31.73
01/07/2023,21,3,N,HB_BUSAVG,SH,30.22
01/07/2023,21,4,N,HB_BUSAVG,SH,24.99
01/07/2023,22,1,N,HB_BUSAVG,SH,31.31
01/07/2023,22,2,N,HB_BUSAVG,SH,29.87
01/07/2023,22,3,N,HB_BUSAVG,SH,29.1
01/07/2023,22,4,N,HB_BUSAVG,SH,25.35
01/07/2023,23,1,N,HB_BUSAVG,SH,26.64
01/07/2023,23,2,N,HB_BUSAVG,SH,26.55
01/07/2023,23,3,N,HB_BUSAVG,SH,24.22
01/07/2023,23,4,N,HB_BUSAVG,SH,25.57
01/07/2023,24,1,N,HB_BUSAVG,SH,27.23
01/07/2023,24,2,N,HB_BUSAVG,SH,29.15
01/07/2023,24,3,N,HB_BUSAVG,SH,27.87
01/07/2023,24,4,N,HB_BUSAVG,SH,27.12
01/08/2012,1,1,N,HB_BUSAVG,SH,21.47
01/08/2012,1,2,N,HB_BUSAVG,SH,21.28
01/08/2012,1,3,N,HB_BUSAVG,SH,22.18
01/08/2012,1,4,N,HB_BUSAVG,SH,21.3
01/08/2012,2,1,N,HB_BUSAVG,SH,21.69
01/08/2012,2,2,N,HB_BUSAVG,SH,21.46
01/08/2012,2,3,N,HB_BUSAVG,SH,21.35
01/08/2012,2,4,N,HB_BUSAVG,SH,20.74
01/08/2012,3,1,N,HB_BUSAVG,SH,20.55
01/08/2012,3,2,N,HB_BUSAVG,SH,20.51
01/08/2012,3,3,N,HB_BUSAVG,SH,20.24
01/08/2012,3,4,N,HB_BUSAVG,SH,20.24
01/08/2012,4,1,N,HB_BUSAVG,SH,19.98
01/08/2012,4,2,N,HB_BUSAVG,SH,19.94
01/08/2012,4,3,N,HB_BUSAVG,SH,19.99
01/08/2012,4,4,N,HB_BUSAVG,SH,20.05
01/08/2012,5,1,N,HB_BUSAVG,SH,19.7
01/08/2012,5,2,N,HB_BUSAVG,SH,19.44
01/08/2012,5,3,N,HB_BUSAVG,SH,19.88
01/08/2012,5,4,N,HB_BUSAVG,SH,20.3
01/08/2012,6,1,N,HB_BUSAVG,SH,20.36
01/08/2012,6,2,N,HB_BUSAVG,SH,22.3
01/08/2012,6,3,N,HB_BUSAVG,SH,23.36
01/08/2012,6,4,N,HB_BUSAVG,SH,23.44
01/08/2012,7,1,N,HB_BUSAVG,SH,21.5
01/08/2012,7,2,N,HB_BUSAVG,SH,21.68
01/08/2012,7,3,N,HB_BUSAVG,SH,23.01
01/08/2012,7,4,N,HB_BUSAVG,SH,23.39
01/08/2012,8,1,N,HB_BUSAVG,SH,23.63
01/08/2012,8,2,N,HB_BUSAVG,SH,23.43
01/08/2012,8,3,N,HB_BUSAVG,SH,23.39
01/08/2012,8,4,N,HB_BUSAVG,SH,23.12
01/08/2012,9,1,N,HB_BUSAVG,SH,22.58
01/08/2012,9,2,N,HB_BUSAVG,SH,23.0
01/08/2012,9,3,N,HB_BUSAVG,SH,23.66
01/08/2012,9,4,N,HB_BUSAVG,SH,24.11
01/08/2012,10,1,N,HB_BUSAVG,SH,23.99
01/08/2012,10,2,N,HB_BUSAVG,SH,23.82
01/08/2012,10,3,N,HB_BUSAVG,SH,23.64
01/08/2012,10,4,N,HB_BUSAVG,SH,23.79
01/08/2012,11,1,N,HB_BUSAVG,SH,24.11
01/08/2012,11,2,N,HB_BUSAVG,SH,23.93
01/08/2012,11,3,N,HB_BUSAVG,SH,23.68
01/08/2012,11,4,N,HB_BUSAVG,SH,23.75
01/08/2012,12,1,N,HB_BUSAVG,SH,23.96
01/08/2012,12,2,N,HB_BUSAVG,SH,23.82
01/08/2012,12,3,N,HB_BUSAVG,SH,23.95
01/08/2012,12,4,N,HB_BUSAVG,SH,23.53
01/08/2012,13,1,N,HB_BUSAVG,SH,23.64
01/08/2012,13,2,N,HB_BUSAVG,SH,23.57
01/08/2012,13,3,N,HB_BUSAVG,SH,23.13
01/08/2012,13,4,N,HB_BUSAVG,SH,23.01
01/08/2012,14,1,N,HB_BUSAVG,SH,23.4
01/08/2012,14,2,N,HB_BUSAVG,SH,23.43
01/08/2012,14,3,N,HB_BUSAVG,SH,23.19
01/08/2012,14,4,N,HB_BUSAVG,SH,21.36
01/08/2012,15,1,N,HB_BUSAVG,SH,22.13
01/08/2012,15,2,N,HB_BUSAVG,SH,20.8
01/08/2012,15,3,N,HB_BUSAVG,SH,21.75
01/08/2012,15,4,N,HB_BUSAVG,SH,21.41
01/08/2012,16,1,N,HB_BUSAVG,SH,21.13
01/08/2012,16,2,N,HB_BUSAVG,SH,21.37
01/08/2012,16,3,N,HB_BUSAVG,SH,20.82
01/08/2012,16,4,N,HB_BUSAVG,SH,20.46
01/08/2012,17,1,N,HB_BUSAVG,SH,19.95
01/08/2012,17,2,N,HB_BUSAVG,SH,19.84
01/08/2012,17,3,N,HB_BUSAVG,SH,20.04
01/08/2012,17,4,N,HB_BUSAVG,SH,20.0
01/08/2012,18,1,N,HB_BUSAVG,SH,19.55
01/08/2012,18,2,N,HB_BUSAVG,SH,21.05
01/08/2012,18,3,N,HB_BUSAVG,SH,24.34
01/08/2012,18,4,N,HB_BUSAVG,SH,25.3
01/08/2012,19,1,N,HB_BUSAVG,SH,23.96
01/08/2012,19,2,N,HB_BUSAVG,SH,23.89
01/08/2012,19,3,N,HB_BUSAVG,SH,23.81
01/08/2012,19,4,N,HB_BUSAVG,SH,23.62
01/08/2012,20,1,N,HB_BUSAVG,SH,23.57
01/08/2012,20,2,N,HB_BUSAVG,SH,23.57
01/08/2012,20,3,N,HB_BUSAVG,SH,23.39
01/08/2012,20,4,N,HB_BUSAVG,SH,22.91
01/08/2012,21,1,N,HB_BUSAVG,SH,22.58
01/08/2012,21,2,N,HB_BUSAVG,SH,22.51
01/08/2012,21,3,N,HB_BUSAVG,SH,21.03
01/08/2012,21,4,N,HB_BUSAVG,SH,20.35
01/08/2012,22,1,N,HB_BUSAVG,SH,20.23
01/08/2012,22,2,N,HB_BUSAVG,SH,21.07
01/08/2012,22,3,N,HB_BUSAVG,SH,19.66
01/08/2012,22,4,N,HB_BUSAVG,SH,18.86
01/08/2012,23,1,N,HB_BUSAVG,SH,20.17
01/08/2012,23,2,N,HB_BUSAVG,SH,19.11
01/08/2012,23,3,N,HB_BUSAVG,SH,18.18
